_r ( arcsec ),MAIN_ID,OTYPE,RA ( "h:m:s" ),DEC ( "d:m:s" ),COO_ERR_MAJA ( mas ),COO_ERR_MINA ( mas ),COO_ERR_ANGLE ( deg ),PMRA ( mas.yr-1 ),PMDEC ( mas.yr-1 ),B ( mag ),V ( mag ),R ( mag ),J ( mag ),H ( mag ),K ( mag ),SP_TYPE,GALDIM_MAJAXIS ( arcmin ),GALDIM_MINAXIS ( arcmin ),GALDIM_ANGLE ( deg ),BIBLIST,RAdeg ( deg ),DEdeg ( deg )
116.3141,2MASS J00242467-7203387,RGB*,00 24 24.69235,-72 03 38.6389,0.055,0.036,90,4.979,-2.603,15.487,14.571,,12.87,12.29,12.19,,,,,3,6.102885,-72.060733
116.3324,CXOGlb J002415.7-720307,X,00 24 15.722,-72 03 07.17,83,70,90,,,,,,,,,,,,,1,6.065508,-72.051992
116.4661,CXOGlb J002422.7-720328,X,00 24 22.752,-72 03 28.86,110,88,0,,,,,,,,,,,,,1,6.0948,-72.058017
116.4794,Cl* NGC  104    FBV      45,V*,00 24 30.14891,-72 04 31.4114,0.035,0.035,90,6.282,-1.63,13.51,11.82,,8.068,7.153,6.886,,,,,5,6.12562,-72.075392
116.7585,CXOGlb J002401.6-720257,X,00 24 01.687,-72 02 57.68,70,60,90,,,,,,,,,,,,,1,6.007029,-72.049356
116.9102,2MASS J00243043-7205095,RGB*,00 24 30.44701,-72 05 09.5143,0.02,0.022,90,4.972,-2.506,14.839,13.813,,11.87,11.27,11.13,,,,,3,6.126863,-72.085976
117.0342,CXOGlb J002344.8-720602,X,00 23 44.835,-72 06 02.01,60,46,0,,,,,,,,,,,,,1,5.936813,-72.100558
117.0384,2MASS J00242837-7204041,RGB*,00 24 28.36309,-72 04 04.0161,0.043,0.03,90,5.327,-2.09,14.605,13.536,,11.47,10.86,10.64,,,,,3,6.11818,-72.067782
117.3202,CXOGlb J002430.7-720446,EB*,00 24 30.740,-72 04 46.67,204,90,90,,,,21.297,,,,,,,,,3,6.128083,-72.079631
117.6654,CXOGlb J002413.7-720302,X,00 24 13.793,-72 03 02.17,32,20,90,,,,,,,,,,,,,1,6.057471,-72.050603
118.109,CXOGlb J002342.6-720359,X,00 23 42.634,-72 03 58.96,100,79,0,,,,,,,,,,,,,1,5.927642,-72.066378
118.2977,CXOGlb J002401.2-720650,X,00 24 01.276,-72 06 49.99,172,140,90,,,,,,,,,,,,,1,6.005317,-72.113886
118.3064,CXOGlb J002352.3-720311,X,00 23 52.330,-72 03 11.34,144,140,89,,,,,,,,,,,,,1,5.968042,-72.05315
118.6872,2MASS J00241218-7202587,AGB*,00 24 12.18408,-72 02 58.7760,70,60,0,,,13.832,12.613,,10.46,9.785,9.661,,,,,1,6.050767,-72.04966
118.7704,CXOGlb J002359.3-720648,X,00 23 59.356,-72 06 48.70,160,107,76,,,,,,,,,,,,,1,5.997317,-72.113528
119.0286,GES J00234315-7205538,Star,00 23 43.1500,-72 05 53.800,,,,,,,,,,,,,,,,1,5.929792,-72.098278
119.3786,2MASS J00233953-7204599,AGB*,00 23 39.53112,-72 04 59.9268,70,60,0,,,14.184,13.07,,11.038,10.446,10.313,,,,,1,5.914713,-72.083313
119.9242,Cl* NGC  104    TUC    1355,Star,00 23 45.00696,-72 03 38.7002,0.098,0.094,90,5.325,-3.003,15.32,,,12.366,11.928,11.871,,,,,1,5.937529,-72.06075
120.5107,2MASS J00241586-7203028,AGB*,00 24 15.86688,-72 03 02.8944,70,60,0,,,13.645,12.297,,9.872,9.111,8.917,,,,,1,6.066112,-72.050804
121.3219,Cl* NGC  104    FBV      29,Star,00 24 04.18,-72 06 54.4,70,60,0,,,13.41,11.9,,9.189,8.29,8.116,,,,,2,6.017417,-72.115111
121.5885,Cl* NGC  104    FBV      34,Star,00 24 13.12367,-72 06 49.3979,0.048,0.035,90,5.655,-2.665,14.02,12.87,,10.442,9.769,9.646,,,,,2,6.054682,-72.113722
121.8198,2MASS J00235697-7206487,RGB*,00 23 56.99833,-72 06 48.7591,0.045,0.034,90,6.092,-2,13.925,12.689,,10.363,9.63,9.462,,,,,3,5.987493,-72.113544
121.9564,CXOGlb J002341.3-720402,X,00 23 41.305,-72 04 02.79,90,79,82,,,,,,,,,,,,,1,5.922104,-72.067442
122.0074,CXOGlb J002415.4-720646,X,00 24 15.39,-72 06 46.1,70,60,0,,,,,,12.612,12.11,11.981,,,,,1,6.064125,-72.112806
122.3741,Cl* NGC  104    FBV       6,Star,00 23 40.93,-72 04 05.7,70,60,95,,,,,,8.327,7.462,7.327,,,,,1,5.920542,-72.06825
122.693,2MASS J00242074-7206332,AGB*,00 24 20.750,-72 06 33.28,70,60,0,,,14.168,13.125,,11.157,10.62,10.472,,,,,2,6.086458,-72.109244
123.0141,CXOGlb J002430.6-720532,X,00 24 30.633,-72 05 32.39,140,97,0,,,,,,,,,,,,,1,6.127638,-72.092331
123.1225,2MASS J00235105-7206371,RGB*,00 23 51.054,-72 06 37.16,70,60,0,,,14.34,13.216,,11.04,10.42,10.269,,,,,3,5.962725,-72.110322
123.4121,CXOGlb J002417.2-720302,X,00 24 17.275,-72 03 02.74,116,70,90,,,,,,,,,,,,,1,6.071979,-72.050761
124.2712,Cl* NGC  104    TUC    1800,Star,00 24 32.21548,-72 05 02.3577,0.097,0.098,90,4.808,-4.674,15.14,,,12.543,12.084,12.002,,,,,1,6.134231,-72.083988
124.9669,CXOGlb J002403.6-720657,X,00 24 03.622,-72 06 57.91,121,120,89,,,,,,,,,,,,,1,6.015092,-72.116086
125.139,2MASS J00242572-7203307,AGB*,00 24 25.73001,-72 03 30.6734,0.042,0.049,90,5.688,-2.046,13.927,12.755,,10.696,10.02,9.887,,,,,2,6.107208,-72.05852
125.6205,Cl* NGC  104      R      36,Star,00 23 48.98070,-72 03 12.9066,0.028,0.02,90,5.516,-2.373,13.62,12.13,,8.615,7.743,7.488,M2,,,,6,5.954086,-72.053585
125.88,Cl* NGC  104    TUC    1282,Star,00 23 38.506,-72 05 15.41,,,,,,14.44,,,,,,,,,,1,5.910442,-72.087614
125.9767,2MASS J00242507-7206205,RGB*,00 24 25.06537,-72 06 20.4358,0.042,0.032,90,6.224,-1.794,15.416,14.504,,12.73,12.12,12.03,,,,,3,6.104439,-72.105677
126.0303,[MSH2015] J002427.990-720603.82,Radio,00 24 27.990,-72 06 03.82,,,,,,,,,,,,,,,,1,6.116625,-72.101061
126.1533,[GLS2013] 47 Tuc  79114,HB*,00 23 51.653,-72 06 42.38,70,60,0,,,,,,12.321,11.851,11.811,,,,,1,5.965221,-72.111772
126.2889,CXOGlb J002428.3-720601,X,00 24 28.369,-72 06 01.64,139,90,90,,,,,,,,,,,,,1,6.118204,-72.100456
126.2988,2MASS J00233813-7204395,RGB*,00 23 38.15696,-72 04 39.4631,0.028,0.033,90,4.751,-2.703,14.737,13.661,,11.697,11.035,10.943,,,,,4,5.908987,-72.077629
126.4455,Cl* NGC  104    FBV      30,Star,00 24 06.50232,-72 06 59.5356,0.033,0.021,90,5.696,-2.45,13.71,12.34,,9.496,8.711,8.519,,,,,3,6.027093,-72.116538
126.6254,Cl* NGC  104    TUC    1322,Star,00 23 41.657,-72 03 49.50,70,60,0,,,,,,13.31,12.87,12.82,,,,,1,5.923571,-72.06375
126.7152,CXOGlb J002420.1-720306,X,00 24 20.124,-72 03 06.40,218,110,90,,,,,,,,,,,,,1,6.08385,-72.051778
127.2628,2MASS J00242383-7203189,RGB*,00 24 23.85467,-72 03 18.8618,0.03,0.026,90,4.872,-1.888,15.021,14.03,,12.111,11.526,11.451,,,,,3,6.099394,-72.055239
127.5646,CXOGlb J002414.5-720653,X,00 24 14.556,-72 06 53.51,150,134,0,,,,,,,,,,,,,1,6.06065,-72.114864
128.2488,[GLS2013] 47 Tuc  80430,HB*,00 24 26.097,-72 06 18.64,70,60,0,,,,,,12.337,11.89,11.73,,,,,1,6.108738,-72.105178
129.2615,Cl* NGC  104    TUC    1785,Star,00 24 31.026,-72 04 01.56,,,,,,14.48,,,,,,,,,,1,6.129275,-72.0671
129.9541,CXOGlb J002431.7-720538,X,00 24 31.789,-72 05 38.15,100,60,0,,,,,,,,,,,,,1,6.132454,-72.093931
130.3025,NAME 47 Tuc bHB2,Star,00 23 44.2329,-72 06 19.719,,,,,,,13.722,,,,,,,,,1,5.934304,-72.105477
130.5594,Cl* NGC  104      F     563,Star,00 24 10.86494,-72 07 01.2677,0.033,0.03,90,5.709,-2.716,13.88,12.6,,9.98,9.212,9.039,,,,,1,6.045271,-72.117019
131.2765,Cl* NGC  104    TUC    1350,Star,00 23 44.575,-72 03 23.64,,,,,,,,,,,,,,,,1,5.935729,-72.056567
132.0204,[MMC2016] N104e-11495,Star,00 24 03.08,-72 02 41.6,,,,,,17.856,17.156,,,,,,,,,1,6.012833,-72.044889
132.4596,SV* HV   810,RRLyr,00 23 40.55416,-72 05 59.9417,0.04,0.041,90,5.498,-3.331,13.76,13.71,,12.859,12.624,12.536,kF1hF4,,,,45,5.918976,-72.099984
132.8694,Cl* NGC  104    TUC    1819,Star,00 24 34.075,-72 04 43.75,70,60,0,,,,,,11.48,10.96,10.74,,,,,1,6.141979,-72.078819
133.0279,2MASS J00235427-7206561,RGB*,00 23 54.29455,-72 06 56.0572,0.025,0.018,90,5.07,-2.902,14.932,13.897,,12.019,11.42,11.331,,,,,4,5.976227,-72.115571
133.578,2MASS J00243337-7204200,AGB*,00 24 33.39085,-72 04 20.0463,0.034,0.041,90,4.02,-2.136,14.011,12.943,,10.973,10.362,10.25,,,,,3,6.139129,-72.072235
133.664,2MASS J00233640-7204479,RGB*,00 23 36.42046,-72 04 47.8262,0.021,0.021,90,5.503,-3.115,14.701,13.636,,11.61,11.03,10.859,,,,,4,5.901752,-72.079952
133.7712,Cl* NGC  104    TUC    1374,Star,00 23 46.920,-72 06 36.47,70,60,0,,,14.28,,,11.814,11.359,11.227,,,,,1,5.9455,-72.110131
133.9198,[GLS2013] 47 Tuc  83777,HB*,00 24 33.83057,-72 05 19.2094,0.104,0.13,90,6.993,0.437,,,,,,,,,,,1,6.140961,-72.088669
134.0891,Cl* NGC  104    FBV      49,Star,00 24 34.1,-72 05 13,,,,,,14.25,13.05,,,,,,,,,2,6.142083,-72.086944
134.1636,Cl* NGC  104    TUC    1502,Star,00 24 01.06820,-72 02 40.5087,0.032,0.023,90,4.895,-2.354,15.39,,,12.08,11.541,11.464,,,,,1,6.004451,-72.044586
134.3166,GES J00233711-7204210,Star,00 23 37.1100,-72 04 21.000,,,,,,,,,,,,,,,,1,5.904625,-72.0725
134.7884,Cl* NGC  104   CHUN  5-637,V*,00 24 25.70537,-72 06 29.9672,0.04,0.032,90,4.897,-2.831,12,11.74,,8.481,7.617,7.408,M2,,,,19,6.107106,-72.108324
135.7291,[GHE2001] W186,X,00 24 08.549,-72 07 08.13,150,116,0,,,,,,,,,,,,,2,6.035621,-72.118925
136.1295,2MASS J00234964-7206484,RGB*,00 23 49.647,-72 06 48.45,70,60,0,,,15.39,14.47,,12.7,12.18,12.1,,,,,3,5.956863,-72.113458
136.3912,Cl* NGC  104      R      24,Star,00 24 21.87520,-72 03 00.1383,0.022,0.018,90,5.76,-1.476,,,11.61,8.616,7.79,7.552,M1II,,,,4,6.091147,-72.050038
136.6717,[GLS2013] 47 Tuc  77708,HB*,00 24 10.718,-72 07 07.62,70,60,83,,,,,,12.499,12.071,12.032,,,,,1,6.044658,-72.118783
136.7025,Cl* NGC  104    TUC    1553,Star,00 24 06.005,-72 07 09.87,,,,,,15.49,,,,,,,,,,1,6.025021,-72.119408
136.998,[GHE2001] W132,X,00 24 34.989,-72 05 01.72,70,56,0,,,,,,,,,,,,,2,6.145788,-72.083811
137.199,Cl* NGC  104    TUC    1387,Star,00 23 48.65282,-72 02 59.7572,0.025,0.019,90,4.653,-2.061,13.88,,,9.291,8.45,8.24,,,,,2,5.95272,-72.049933
137.6308,2MASS J00241145-7202384,AGB*,00 24 11.45304,-72 02 38.4792,70,60,5,,,14.147,13.087,,10.902,10.418,10.249,,,,,1,6.047721,-72.044022
137.8054,CXOGlb J002339.0-720348,X,00 23 39.051,-72 03 48.12,204,110,90,,,,,,,,,,,,,1,5.912713,-72.063367
138.026,Cl* NGC  104    TUC    1723,Star,00 24 25.562,-72 03 11.49,70,60,0,,,13.91,,,10.358,9.69,9.56,,,,,1,6.106508,-72.053192
138.2966,2MASS J00233904-7203471,RGB*,00 23 39.04464,-72 03 47.1420,70,60,0,,,14.407,13.329,,11.271,10.634,10.536,,,,,2,5.912686,-72.063095
138.6571,CXOGlb J002427.5-720626,X,00 24 27.547,-72 06 26.77,200,79,0,,,,,,,,,,,,,1,6.114779,-72.107436
139.0011,Cl* NGC  104    TUC    1306,Star,00 23 40.351,-72 03 35.83,70,60,0,,,14.99,,,12.448,12.021,11.921,,,,,1,5.918129,-72.059953
139.4548,CXOGlb J002432.3-720350,X,00 24 32.329,-72 03 50.42,170,111,0,,,,,,,,,,,,,1,6.134704,-72.064006
139.6682,Cl* NGC  104    TUC    1746,Star,00 24 27.52554,-72 03 18.1872,0.022,0.019,90,5.318,-2.277,15.4,,,12.534,12.063,11.958,,,,,1,6.11469,-72.055052
140.3219,CXOGlb J002339.1-720604,X,00 23 39.185,-72 06 04.72,180,111,0,,,,,,,,,,,,,1,5.913271,-72.101311
140.7966,2MASS J00243539-7205176,RGB*,00 24 35.40941,-72 05 17.6563,0.029,0.031,90,5.853,-1.926,14.38,13.286,,11.18,10.54,10.395,,,,,2,6.147539,-72.088238
140.8776,CXOGlb J002432.5-720557,X,00 24 32.502,-72 05 57.78,110,83,0,,,,,,,,,,,,,1,6.135425,-72.099383
141.7202,Cl* NGC  104    TUC    1613,Star,00 24 13.602,-72 07 09.73,70,60,0,,,14.02,,,10.457,9.771,9.618,,,,,1,6.056675,-72.119369
141.7218,Cl* NGC  104    TUC    1705,Star,00 24 23.654,-72 06 47.08,,,,,,13.36,,,,,,,,,,1,6.098558,-72.113078
141.7439,Cl* NGC  104    SAW V25,V*,00 23 58.93356,-72 02 34.5991,0.024,0.021,90,4.762,-3.026,13.78,11.96,,8.202,7.309,7.031,,,,,4,5.995557,-72.042944
141.9886,Cl* NGC  104    TUC    1787,Star,00 24 30.997,-72 06 11.80,70,60,0,,,17.72,,,14.19,13.682,13.66,,,,,1,6.129154,-72.103278
142.1596,Cl* NGC  104    FBV      26,Star,00 23 59.040,-72 02 34.07,,,,,,13.78,11.64,,,,,,,,,3,5.996,-72.042797
142.34,Cl* NGC  104    TUC    1825,Star,00 24 34.78345,-72 04 10.6655,0.029,0.019,90,5.935,-2.633,15.83,,,11.665,11.034,10.926,,,,,2,6.144931,-72.069629
142.3798,CXOGlb J002421.7-720252,X,00 24 21.726,-72 02 52.55,167,80,90,,,,,,,,,,,,,1,6.090525,-72.047931
142.9969,CXOGlb J002336.3-720403,X,00 23 36.359,-72 04 02.97,160,144,0,,,,,,,,,,,,,1,5.901496,-72.067492
143.221,Cl* NGC  104    TUC    1845,Star,00 24 36.18,-72 04 36.6,70,60,0,,,14.04,,,11.792,11.412,11.254,,,,,1,6.15075,-72.076833
143.2386,2MASS J00243338-7203517,AGB*,00 24 33.38040,-72 03 51.7284,70,60,5,,,14.117,13.017,,10.973,10.334,10.211,,,,,1,6.139085,-72.064369
144.3712,Cl* NGC  104    TUC    1259,Star,00 23 36.544,-72 05 49.54,,,,,,15.87,,,,,,,,,,1,5.902267,-72.097094
144.3947,[GLS2013] 47 Tuc  85384,HB*,00 24 36.64425,-72 04 51.3226,0.025,0.023,90,4.696,-0.675,,,,,,,,,,,1,6.152684,-72.080923
144.406,Cl* NGC  104    TUC    1258,Star,00 23 36.523,-72 05 49.40,,,,,,16.42,,,,,,,,,,1,5.902179,-72.097056
144.4973,[MMC2016] N104e-21389,Star,00 23 56.57,-72 07 11.9,,,,,,17.914,17.327,,,,,,,,,1,5.985708,-72.119972
144.693,2MASS J00240202-7202293,AGB*,00 24 02.02008,-72 02 29.3316,70,60,0,,,13.521,12.112,,9.606,8.851,8.676,,,,,1,6.008417,-72.041481
145.3462,2MASS J00243419-7205516,RGB*,00 24 34.20806,-72 05 51.6417,0.039,0.038,90,4.572,-1.642,14.88,13.878,,12.011,11.376,11.292,,,,,4,6.142534,-72.097678
145.3803,2MASS J00234688-7202555,RGB*,00 23 46.89944,-72 02 55.4493,0.024,0.019,90,4.088,-2.851,14.898,13.894,,11.98,11.31,11.27,,,,,3,5.945414,-72.048736
145.426,Cl* NGC  104     LW       3,V*,00 23 47.38425,-72 06 52.6984,0.035,0.03,90,5.097,-1.738,,11.92,,8.036,7.105,6.845,,,,,4,5.947434,-72.114638
145.4887,CXOGlb J002353.3-720707,X,00 23 53.391,-72 07 07.82,120,88,0,,,,,,,,,,,,,1,5.972463,-72.118839
145.7383,GB07 TUC995,RGB*,00 23 40.15247,-72 06 21.0944,0.019,0.014,90,4.902,-2.75,,13.918,,,,,,,,,1,5.917302,-72.10586
145.8021,Cl* NGC  104    TUC    1402,Star,00 23 50.596,-72 02 44.33,70,60,0,,,14.52,,,12.438,12.055,11.943,,,,,2,5.960817,-72.045647
146.0925,Cl* NGC  104    TUC    1542,Star,00 24 04.294,-72 07 19.21,70,60,0,,,14.66,,,12.489,12.051,11.943,,,,,1,6.017892,-72.122003
146.2666,2MASS J00233697-7205583,RGB*,00 23 36.971,-72 05 58.37,70,60,0,,,15.4,14.459,,12.737,12.17,12.105,,,,,3,5.904046,-72.099547
146.417,Cl* NGC  104    TUC    1221,Star,00 23 33.63999,-72 04 56.5524,0.032,0.054,90,4.517,-3.677,14.84,,,12.535,12.076,12.017,,,,,1,5.890167,-72.082376
146.5406,Cl* NGC  104    TUC    1310,Star,00 23 40.973,-72 03 19.44,,,,,,,,,,,,,,,,1,5.920721,-72.0554
146.5585,Cl* NGC  104    TUC    1242,Star,00 23 34.985,-72 05 36.13,70,60,0,,,14.78,,,12.447,12.006,11.911,,,,,1,5.895771,-72.093369
146.6436,Cl* NGC  104    TUC    1454,Star,00 23 56.37491,-72 02 32.5526,0.048,0.06,90,3.452,-3.367,15.1,,,12.22,11.77,11.76,,,,,1,5.984895,-72.042376
146.7307,[CBG2009] NGC  104   15695,RGB*,00 23 57.161,-72 07 14.98,200,200,90,,,15.334,14.383,,,,,,,,,3,5.988171,-72.120828
146.8365,CXOGlb J002431.3-720618,X,00 24 31.320,-72 06 18.20,116,80,89,,,,,,,,,,,,,1,6.1305,-72.105056
147.6305,2MASS J00242666-7206434,RGB*,00 24 26.66381,-72 06 43.3984,0.03,0.024,90,5.238,-2.68,15.408,14.481,,12.67,12.1,12.09,,,,,3,6.111099,-72.112055
147.8593,Cl* NGC  104    TUC    1280,Star,00 23 38.36991,-72 03 33.6374,0.018,0.015,90,5.474,-2.662,15.66,,,12.53,12.1,11.97,,,,,1,5.909875,-72.059344
148.1533,Cl* NGC  104    SAW V24,Star,00 23 47.61,-72 02 49.8,70,60,0,,,13.51,11.69,,8.687,7.872,7.606,,,,,4,5.948375,-72.047167
148.2791,Cl* NGC  104    TUC    1651,Star,00 24 17.69357,-72 07 10.1417,0.021,0.017,90,4.301,-0.799,15.21,,,12.476,11.959,11.878,,,,,1,6.073723,-72.119484
148.5693,Cl* NGC  104    TUC    1681,Star,00 24 20.994,-72 07 03.11,,,,,,14.31,,,,,,,,,,1,6.087475,-72.117531
148.5986,CXOGlb J002437.1-720517,X,00 24 37.150,-72 05 16.95,120,60,83,,,,,,,,,,,,,1,6.154792,-72.088042
148.7791,[GLS2013] 47 Tuc  79253,HB*,00 24 27.90740,-72 06 39.6142,0.031,0.02,90,6.076,-1.95,,,,12.466,12.043,11.975,,,,,1,6.116281,-72.111004
149.4869,CXOGlb J002344.2-720646,X,00 23 44.198,-72 06 46.45,134,130,90,,,,,,,,,,,,,1,5.934158,-72.112903
149.6154,[GLS2013] 47 Tuc  90485,HB*,00 24 31.706,-72 03 26.13,,,,,,,,,,,,,,,,1,6.132108,-72.057258
150.3237,2MASS J00243771-7205100,AGB*,00 24 37.73196,-72 05 10.0048,0.027,0.026,90,4.725,-2.351,13.719,12.504,,10.324,9.65,9.52,,,,,4,6.157217,-72.086112
150.4671,[GLS2013] 47 Tuc  86432,HB*,00 24 37.688,-72 04 33.86,70,60,0,,,,,,12.425,11.982,11.909,,,,,1,6.157033,-72.076072
150.6844,Cl* NGC  104    TUC    1828,Star,00 24 34.73743,-72 05 59.0928,0.144,0.097,90,5.954,-3.359,16.18,,,13.82,13.31,13.22,,,,,1,6.144739,-72.099748
150.8309,CXOGlb J002358.6-720225,X,00 23 58.597,-72 02 25.64,130,130,90,,,,,,,,,,,,,1,5.994154,-72.040456
151.5119,Cl* NGC  104    FBV      50,Star,00 24 36.63702,-72 05 39.3972,0.035,0.032,90,5.509,-1.767,13.52,11.95,,8.581,7.698,7.462,,,,,2,6.152654,-72.094277
151.5428,CXOGlb J002411.5-720224,X,00 24 11.515,-72 02 24.35,51,40,90,,,,,,,,,,,,,1,6.047979,-72.040097
151.6515,CXOGlb J002350.0-720239,X,00 23 49.992,-72 02 39.19,218,170,90,,,,,,,,,,,,,1,5.9583,-72.044219
151.9668,2MASS J00243825-7204598,RGB*,00 24 38.258,-72 04 59.87,70,60,0,,,15.368,14.452,,12.59,12.07,11.96,,,,,3,6.159408,-72.083297
152.098,Cl* NGC  104    TUC    1328,Star,00 23 42.33291,-72 03 04.4655,0.024,0.025,90,4.253,-2.348,14.98,,,11.246,10.622,10.466,,,,,1,5.926387,-72.05124
152.2768,CXOGlb J002406.0-720725,X,00 24 06.085,-72 07 25.44,144,140,90,,,,,,,,,,,,,1,6.025354,-72.123733
152.549,Cl* NGC  104    TUC    1796,Star,00 24 32.158,-72 03 24.01,,,,,,12.68,,,,,,,,,,1,6.133992,-72.056669
152.7491,2MASS J00235479-7207180,RGB*,00 23 54.81504,-72 07 18.0089,0.022,0.013,90,5.75,-2.741,14.747,13.693,,11.687,11.06,10.962,,,,,4,5.978396,-72.121669
153.3406,CXOGlb J002356.9-720224,X,00 23 56.977,-72 02 24.83,148,140,90,,,,,,,,,,,,,1,5.987404,-72.040231
153.7371,Cl* NGC  104    TUC    1685,Star,00 24 21.478,-72 02 38.70,70,60,0,,,15.14,,,12.371,11.899,11.769,,,,,1,6.089492,-72.044083
154.2101,2MASS J00240304-7202193,AGB*,00 24 03.048,-72 02 19.36,70,60,0,,,,,,10.84,10.28,10.15,,,,,1,6.0127,-72.038711
154.4678,GES J00233721-7206169,Star,00 23 37.2100,-72 06 16.900,,,,,,,,,,,,,,,,1,5.905042,-72.104694
154.5264,CXOGlb J002432.6-720622,X,00 24 32.653,-72 06 22.83,160,125,0,,,,,,,,,,,,,1,6.136054,-72.106342
154.627,Cl* NGC  104    TUC    1295,Star,00 23 39.40781,-72 03 15.5011,0.063,0.053,90,5.401,-2.668,15.07,,,12.772,12.21,12.122,,,,,1,5.914199,-72.054306
154.665,Cl* NGC  104    TUC    1246,Star,00 23 35.114,-72 05 59.97,70,60,0,,,15.69,,,14.022,13.56,13.44,,,,,1,5.896308,-72.099992
154.857,Cl* NGC  104    TUC    1266,Star,00 23 37.35578,-72 03 28.0065,0.096,0.089,90,6.298,-2.375,,,,12.51,11.94,11.87,,,,,1,5.905649,-72.05778
155.0672,Cl* NGC  104    TUC    1213,Star,00 23 33.107,-72 04 09.87,,,,,,,,,,,,,,,,1,5.887946,-72.069408
155.1087,Cl* NGC  104    TUC    1212,Star,00 23 33.097,-72 04 09.88,,,,,,,,,,,,,,,,1,5.887904,-72.069411
155.1112,CXOGlb J002434.1-720333,X,00 24 34.189,-72 03 33.60,134,70,90,,,,,,,,,,,,,1,6.142454,-72.059333
155.2294,Cl* NGC  104   CHUN  5-67,V*,00 24 00.53387,-72 07 26.8276,0.042,0.029,90,5.698,-2.229,12.1,12.34,,7.813,6.989,6.62,M4.5,,,,26,6.002224,-72.124119
155.2654,Cl* NGC  104    TUC    1200,Star,00 23 31.721,-72 04 50.48,70,60,0,,,14.75,,,12.15,11.75,11.64,,,,,1,5.882171,-72.080689
155.2686,Cl* NGC  104    TUC    1863,Star,00 24 37.442,-72 04 06.61,,,,,,14.4,,,,,,,,,,1,6.156008,-72.068503
155.305,Cl* NGC  104    TUC    1201,Star,00 23 32.170,-72 04 27.69,,,,,,13.35,,,,,,,,,,1,5.884042,-72.074358
155.7634,Cl* NGC  104    TUC    1732,Star,00 24 25.932,-72 06 56.75,,,,,,14.05,,,,,,,,,,1,6.10805,-72.115764
155.9559,Cl* NGC  104    TUC    1875,Star,00 24 38.814,-72 04 31.36,,,,,,15.11,,,,,,,,,,1,6.161725,-72.075378
156.2207,2MASS J00233200-7204261,RGB*,00 23 32.02735,-72 04 26.1204,0.025,0.027,90,6.16,-2.415,14.445,13.332,,11.22,10.59,10.43,,,,,3,5.883447,-72.073922
156.2844,CXOGlb J002438.7-720427,X,00 24 38.762,-72 04 27.66,102,100,90,,,,,,,,,,,,,1,6.161508,-72.07435
156.4276,2MASS J00242500-7202458,RGB*,00 24 25.02617,-72 02 45.8585,0.034,0.031,90,5.128,-1.812,16.83,12.652,,10.319,9.591,9.443,,,,,3,6.104276,-72.046072
156.4759,Cl* NGC  104    FBV      10,Star,00 23 46.408,-72 07 03.01,,,,,,13.66,12.08,,,,,,,,,3,5.943367,-72.117503
156.7546,2MASS J00243403-7206173,RGB*,00 24 34.03105,-72 06 17.3745,0.033,0.024,90,4.444,-2.169,13.856,12.546,,10.105,9.324,9.185,,,,,6,6.141796,-72.104826
156.9823,Cl* NGC  104    FBV       7,Star,00 23 41.52952,-72 06 45.3154,0.029,0.021,90,5.466,-2.589,13.72,12.32,,9.359,8.56,8.394,,,,,2,5.92304,-72.112588
157.0193,2MASS J00241531-7202231,AGB*,00 24 15.32074,-72 02 23.0775,0.031,0.025,90,4.867,-2.186,,,,10.552,9.89,9.771,,,,,1,6.063836,-72.039744
157.4637,Cl* NGC  104    TUC    1551,Star,00 24 05.592,-72 07 30.66,80,70,0,,,15.96,,,14.52,14.22,14.28,,,,,1,6.0233,-72.125183
157.6351,CXOGlb J002331.5-720515,X,00 23 31.542,-72 05 15.58,181,140,90,,,,,,,,,,,,,1,5.881425,-72.087661
157.6998,Cl* NGC  104    TUC    1779,Star,00 24 30.415,-72 03 06.07,,,,,,,,,,,,,,,,1,6.126729,-72.051686
158.0812,CXOGlb J002429.9-720643,X,00 24 29.915,-72 06 43.51,130,111,0,,,,,,,,,,,,,1,6.124646,-72.112086
158.1713,Cl* NGC  104    TUC    1887,Star,00 24 39.557,-72 04 42.89,,,,,,13.89,,,,,,,,,,1,6.164821,-72.078581
158.2044,Cl* NGC  104    TUC    1233,Star,00 23 34.068,-72 03 48.74,70,60,0,,,15.09,,,12.41,11.947,11.903,,,,,1,5.89195,-72.063539
158.6136,2MASS J00235728-7207274,AGB*,00 23 57.29282,-72 07 27.3939,0.035,0.025,90,5.693,-1.904,,,,10.61,9.948,9.84,,,,,1,5.98872,-72.124276
158.8816,CXOGlb J002415.5-720221,X,00 24 15.581,-72 02 21.50,200,153,0,,,,,,,,,,,,,1,6.064921,-72.039306
158.9058,Cl* NGC  104    TUC    1874,Star,00 24 38.763,-72 05 31.93,,,,,,,,,,,,,,,,1,6.161513,-72.092203
158.9886,2MASS J00235099-7207177,RGB*,00 23 50.99808,-72 07 17.7492,70,60,0,,,14.773,13.733,,11.791,11.207,11.119,,,,,3,5.962492,-72.121597
159.3658,Cl* NGC  104    TUC    1847,Star,00 24 36.23963,-72 03 42.0257,0.028,0.026,90,5.217,-2.001,15.69,,,12.49,12.04,11.95,,,,,1,6.150998,-72.061674
